CUST_ID,CUST_CODE,AGE,GENDER,YRS_W_CLUB,IS_MEMBER,IS_HRS_OWNER,MAJOR_CHANNEL,MTG_NUM,INV,INV_SEG1,INV_SEG2,INV_SEG3,DIV,RR,END_BAL,RECHARGE_TIMES,WITHDRAW_AMOUNT
243979,84,36,M,9,0,0,AOSBS,72,17530,7910,5480,4140,11554.56,0.688109527,8.7,46,3000
243997,75,48,M,23,0,0,AOSBS,83,41370,14710,10260,16400,23844.61,0.577824752,9,403,69937
244082,84,38,F,13,0,0,AOSBS,61,28020,1460,11260,15300,24571.5,0.884064954,1009.2,13,4500
244119,30,59,M,18,0,0,TEL,83,151180,49213,54565,47402,225781.66,1.502082021,119.5,49,159200
244126,85,41,F,2,0,0,AOSBS,65,27310,10980,11860,4470,14788.6,0.544437935,7.8,60,13400
244131,95,53,M,28,0,0,TEL,65,53615,16440,26645,10530,27099.5,0.507311387,18.5,0,0
244133,95,76,M,13,0,0,ESC,81,19183,6292,7547,5344,3571.2,0.187207423,460.8,150,1880
244139,75,56,M,21,0,0,ESC,79,225445,57519,108838,59088,135848.25,0.605638848,5.3,184,10500
244181,84,38,M,7,0,0,ESC,73,15570,3910,5740,5920,23599.5,1.520199101,140.5,56,12783.5
244263,55,42,M,23,0,0,TEL,82,103176,19208,41531,42437,72606.32,0.70795214,354.4,308,57870
244270,25,58,F,10,0,0,TEL,82,969890,246310,481210,242370,832746,0.859753168,50,181,530913.5
244295,84,35,M,10,0,0,AOSBS,68,36982,9549,11854,15579,42672.6,1.160905305,612,218,38618
244315,61,46,M,23,1,1,IOSBS,82,14460,3170,4780,6510,11740.24,0.820210235,2285.7,0,0
244316,84,38,F,16,0,0,AOSBS,40,14280,4850,6610,2820,18234.5,1.279726891,2277.3,2,5000
244356,75,53,M,13,0,0,IOSBS,83,97155,32855,35160,29140,72052.13,0.747796099,2240.6,178,31800
244376,85,22,F,1,0,0,ESC,82,21300,6640,6860,7800,15965.86,0.758960563,334.6,102,11200
244399,95,78,M,37,0,0,TEL,82,33720,11840,11100,10780,32186.29,0.961040629,638.1,43,6300
244438,75,54,M,32,0,0,OTHERS,80,87530,31870,32220,23440,72195.92,0.828507369,7.5,147,36529
244465,75,54,M,12,0,0,TEL,74,69245,16235,30732,22278,56691.5,0.821886057,0.8,194,27997
244480,84,42,M,23,0,0,EWIN,65,23970,6340,10010,7620,19163.5,0.808239466,261.6,42,5900
244485,95,64,M,29,0,0,EWIN,80,53640,12760,21230,19650,25058.81,0.472386465,85.5,102,4400
244491,84,31,M,10,0,0,AOSBS,76,18714,7002,6228,5484,18997.23,1.028076841,221.6,22,12951
244549,85,25,M,3,0,0,IOSBS,63,44308,15320,11960,17028,24081.9,0.546219644,511.4,147,27250
244596,95,64,M,36,0,0,OTHERS,81,35680,12560,12570,10550,26862.59,0.753996357,478.4,40,4600
244635,50,62,M,30,0,0,TEL,82,318570,83140,51255,184175,230525.4,0.731970995,2.5,181,190350
244670,95,45,M,11,0,0,EWIN,82,39678,7998,15250,16430,25486.5,0.650146177,46.9,83,35200
244719,95,73,M,33,0,0,TEL,63,38624,17620,14624,6380,26333.58,0.687359673,618.7,0,0
244720,95,65,M,22,0,0,AOSBS,48,30430,13750,6570,10110,22921.03,0.763096615,116,22,7000
244783,75,47,M,29,0,0,AOSBS,73,113410,49380,46370,17660,77895.18,0.691254563,0.3,118,49468
244794,95,65,M,15,0,0,ESC,83,40720,13600,18970,8150,18422.86,0.456357073,55.5,188,2920
244824,85,31,M,10,0,0,IOSBS,26,10030,3820,5260,950,9248,0.922033898,208.2,44,14018
244825,95,55,M,22,0,0,AOSBS,57,37165,11590,13855,11720,26381.38,0.71280452,0.3,105,23900
244837,90,44,F,2,0,0,TEL,63,19490,5270,5580,8640,16084.11,0.830893279,162.5,22,2500
244868,95,56,M,7,0,0,AOSBS,52,25900,9150,6490,10260,6926.75,0.280569498,37.1,43,3200
244937,84,36,M,15,0,0,IOSBS,73,79020,26360,19105,33555,44559.5,0.566432549,395.1,303,63900
244958,85,30,M,2,0,0,AOSBS,57,10120,3590,3080,3450,6023.5,0.599160079,187.9,0,0
244987,55,49,M,29,0,0,ESC,73,76531,26369,30692,19470,51050.8,0.667321739,7.4,242,119866
245004,75,46,M,18,0,0,IOSBS,78,99188,43708,32380,23100,79847.7,0.807130903,300.89,231,34646
245023,75,45,F,9,0,0,AOSBS,82,71575,25450,22640,23485,45507.58,0.642928117,6,146,20000
245024,95,53,M,32,0,0,ESC,60,19300,1580,10910,6810,17285.67,0.902366321,1,204,19499.5
245025,95,59,M,25,0,0,AOSBS,83,72910,24000,25380,23530,56255.5,0.77527774,717.5,0,0
245058,95,44,M,11,0,0,TEL,66,43290,15220,14630,13440,24755.21,0.575310926,7,84,5400
245132,75,50,M,26,0,0,EWIN,80,117015,52437,41705,22873,87528.9,0.751219074,216.7,111,8000
245145,90,47,M,20,0,0,AOSBS,67,11630,2590,4100,4940,9337.37,0.809748065,240.2,30,2980
245153,75,72,M,14,0,0,OTHERS,83,125979,46879,42320,36780,98907.74,0.789399344,6.5,64,10000
245155,84,25,M,6,0,0,AOSBS,63,56885,28405,20540,7940,33303.5,0.586507867,5.6,140,16200
245189,75,67,F,32,0,0,ESC,82,89980,28510,33160,28310,56453.98,0.642248055,92.2,137,13400
245190,95,54,M,17,0,0,EWIN,81,46356,15782,16350,14224,29132.28,0.630388299,304.2,207,26750
245206,75,68,M,17,0,0,TEL,81,106060,25690,51640,28730,79409.85,0.751648595,3,103,10900
245217,85,40,M,9,0,0,IOSBS,30,28070,7650,10980,9440,9082.5,0.323566085,35.7,54,2500
245260,95,49,F,15,0,0,AOSBS,82,45360,14400,15970,14990,31861,0.705930335,1576.2,69,5200
245261,35,52,M,19,0,0,EWIN,81,273499,80368,94273,98858,202940.89,0.749709834,8.6,622,153900
245327,70,44,M,19,0,0,TEL,65,22590,8900,9390,4300,19815.25,0.878939796,27,34,5900
245345,85,29,M,11,0,0,AOSBS,20,13570,1720,1420,10430,6573,0.484377303,8.7,54,4000
245410,75,64,M,8,0,0,TEL,83,88170,28540,27690,31940,69131.75,0.787249064,320,122,4100
245448,35,59,M,16,0,0,TEL,74,290560,121330,100110,69120,218008,0.750302863,3831,100,193050
245463,84,36,M,17,0,0,IOSBS,82,37555,11759,15367,10429,19823.1,0.528906936,688.6,71,28600
245467,95,71,M,7,0,0,TEL,73,30840,9480,13270,8090,19784.1,0.642156291,197.5,0,0
245479,70,49,M,23,0,0,IOSBS,83,59700,21370,19790,18540,35951.87,0.608574037,268,63,8000
245507,75,47,M,16,0,0,AOSBS,50,148991,47920,54490,46581,106334.53,0.71779188,2,57,11000
245508,95,56,M,22,0,0,TEL,48,60515,18615,20580,21320,30734.91,0.510863588,13,0,0
245513,95,54,M,6,0,0,TEL,61,29514,5960,7610,15944,18790.2,0.641397303,1.1,0,0
245525,84,34,M,10,0,0,EWIN,83,181115,71110,65640,44365,146001.82,0.810224553,1602.1,94,41950
245567,84,36,M,8,0,0,AOSBS,80,110148,42340,39407,28401,83351.5,0.77082598,135.5,98,21300
245576,95,52,M,12,0,0,AOSBS,78,147413,37820,58595,50998,124229,0.845373203,873.9,64,42900
245657,95,60,M,32,0,0,TEL,83,32170,11010,10270,10890,18876.9,0.594264221,298.6,38,7000
245665,95,51,F,7,0,0,AOSBS,61,20938,5112,8916,6910,27698.33,1.33001385,3,46,16100
245684,84,41,M,8,0,0,AOSBS,60,11610,3320,5230,3060,7200,0.62962963,0.8,49,3400
245702,90,55,M,27,0,0,TEL,14,45102,240,42142,2720,31463,0.697596559,5.3,7,2000
245778,95,61,M,18,0,0,OTHERS,58,28776,8830,10506,9440,11274.75,0.393895955,1892,0,0
245786,95,55,M,33,0,0,TEL,75,32270,7700,12420,12150,31360.46,0.974293771,479.4,25,7000
245792,75,51,M,17,0,0,AOSBS,83,205776,67308,70652,67816,83976.16,0.422754889,1541.9,174,20500
245825,75,73,M,33,0,0,OTHERS,39,100830,15220,49720,35890,74776.81,0.748165328,308.3,58,36340
245841,95,57,F,10,0,0,TEL,83,20600,6760,7490,6350,15175,0.738106796,190.6,33,800
245941,84,31,M,10,0,0,AOSBS,63,31455,11220,14365,5870,21975.36,0.704138929,39.2,40,2100
245995,95,44,M,21,0,0,AOSBS,59,26856,9005,6695,11156,9864.58,0.371595919,354.8,0,0
246025,95,50,M,19,0,0,AOSBS,73,68146,21322,25630,21194,39889.52,0.588288674,193,35,1000
246054,95,57,M,18,0,0,TEL,56,54905,17310,15500,22095,36891.23,0.68447737,19,47,16900
246083,95,49,M,21,0,0,EWIN,77,62236,23540,22546,16150,33367.28,0.543693039,93.7,99,3800
246093,95,50,M,15,0,0,TEL,83,14710,4760,5010,4940,15040.35,1.023817131,402.5,100,7600
246121,95,55,M,33,0,0,TEL,30,10145,2435,3620,4090,3993.5,0.393642188,30.3,18,500
246163,85,39,M,13,0,0,AOSBS,25,79330,10,29680,49650,91322.5,1.15760116,10,59,56500
246186,95,56,M,28,0,0,IOSBS,66,46492,18821,15173,12498,29417.81,0.63683666,171.1,96,14400
246222,84,39,M,11,0,0,IOSBS,78,46972,15210,16104,15658,22672.73,0.486305246,17.8,120,10200
246225,95,57,M,34,0,0,TEL,81,23210,8610,7520,7080,6371.35,0.276232227,500.3,0,0
246263,95,58,F,13,0,0,TEL,55,71582,36136,20350,15096,50544.11,0.708028694,562,81,29200
246265,95,47,M,2,0,0,EWIN,58,130596,40579,58859,31158,106210.87,0.820723988,6.1,33,3000
246281,70,54,M,3,0,0,AOSBS,37,193767,63346,126481,3940,191018.28,0.993555559,19.7,74,91155
246294,85,20,M,1,0,0,AOSBS,39,20435,880,9965,9590,17253.13,0.859952532,9.9,58,8100
246306,95,53,M,28,0,0,TEL,57,26150,6270,5980,13900,14146,0.55166348,4.5,0,0
246307,75,58,M,31,0,0,MULTI,80,84110,31250,32260,20600,55410.43,0.663065391,6.9,0,0
246312,75,54,M,13,0,0,IOSBS,47,30500,18090,8220,4190,25218.5,0.826836066,0.8,32,6500
246341,95,51,M,16,0,0,TEL,77,64010,20480,27190,16340,63820,0.997031714,127.5,25,6000
246358,75,55,M,16,0,0,TEL,80,268248,157876,68082,42290,122720.96,0.459093675,17,84,14280.5
246369,75,51,M,29,0,0,EWIN,78,216720,60704,75820,80196,178751.43,0.82849497,109.3,130,73000
246388,95,55,M,31,0,0,ESC,66,88120,32800,29060,26260,62538.2,0.713551975,3.4,73,2500
246413,84,27,M,8,0,0,IOSBS,18,14060,3850,2420,7790,10503.1,0.747019915,659.9,23,4000
246449,75,54,M,32,0,0,EWIN,77,154697,44109,58720,51868,104670.85,0.681951492,140.5,260,64235
246461,95,50,M,18,0,0,TEL,67,72410,39820,21450,11140,45154,0.627592874,1309.3,29,20000
246485,95,56,M,28,0,0,AOSBS,79,13660,5490,4880,3290,10151.53,0.748281845,124.5,16,200
246487,35,54,M,16,0,0,OTHERS,82,378115,126410,146775,104930,236053.98,0.62835111,318.9,412,152312
246490,95,52,M,19,0,0,TEL,42,27990,9830,16020,2140,30827.5,1.107091819,2,22,9000
246640,95,56,M,30,0,0,TEL,52,19020,7208,8346,3466,10193.8,0.538580442,139,0,0
246641,95,49,M,18,0,0,AOSBS,82,46722,13572,17335,15815,22468.3,0.489668679,56.3,155,10800
246659,75,58,M,24,0,0,AOSBS,82,110000,38370,37120,34510,63808.35,0.588425909,302.7,302,16400
246672,75,46,M,15,0,0,TEL,69,17460,6020,6700,4740,16156.5,0.925343643,59.2,271,25440
246740,70,49,M,18,0,0,AOSBS,46,53755,9630,26105,18020,30914.8,0.581058506,125,29,8606.5
246777,95,63,M,6,0,0,TEL,74,18660,5770,6260,6630,13696.5,0.738424437,205.8,101,7600
246795,50,60,M,38,0,0,EWIN,83,253777,80400,90547,82830,189831,0.749520248,1125,512,144600
246800,84,41,M,8,0,0,AOSBS,83,54511,18740,18401,17370,53932.34,0.993053512,5.4,114,24700
246821,95,68,M,7,0,0,TEL,71,32800,9480,14720,8600,27890.62,0.854592073,7.5,48,17600
246828,50,47,M,24,0,0,TEL,76,372199,88750,131459,151990,240869.86,0.651353765,6,99,37500
246902,35,38,M,17,0,0,EWIN,77,839872,386432,148188,305252,598612.68,0.72304194,37380.6,162,237361
246963,75,61,M,33,0,0,OTHERS,76,121740,42380,33180,46180,102342,0.84558896,74.2,75,898900
246968,95,63,M,10,0,0,TEL,83,47450,14770,16100,16580,29032.09,0.614585669,549.5,53,1000
247015,84,29,M,9,0,0,TEL,80,56903,21363,18706,16834,12347.5,0.218222238,521.2,0,0
247024,75,57,M,32,0,0,OTHERS,82,25790,8190,7920,9680,19158.5,0.745967429,556.2,126,7000
247055,95,50,M,30,0,0,EWIN,82,89177,27481,34764,26932,64677.34,0.72868946,154,172,22275
247098,84,33,M,11,0,0,IOSBS,82,84854,30396,26777,27681,72615.7,0.859543451,0,300,46203.2
247159,55,56,M,34,0,0,OTHERS,81,158570,71250,61690,25630,84287.5,0.536340417,173.6,315,104000
247168,84,40,M,20,0,0,AOSBS,83,74893,22330,29983,22580,46792.44,0.632528941,733.9,241,28800
247188,95,56,M,29,0,0,TEL,28,52660,41430,6330,4900,47047,0.893410558,1977,6,18000
247199,84,43,M,22,0,0,AOSBS,73,64730,17050,26230,21450,49867.3,0.770543797,3501.6,0,0
247203,95,46,M,20,0,0,TEL,54,36580,18630,8110,9840,19810.7,0.550319847,48.2,49,8600
247239,50,60,M,37,0,0,EWIN,83,147350,49500,51730,46120,103123.65,0.70290906,761.6,573,90174
247311,84,37,M,13,0,0,MULTI,80,54948,23070,18418,13460,28123.45,0.514003239,229.9,148,8680
247321,90,54,M,17,0,0,TEL,68,16360,5970,4730,5660,12929,0.796393643,862.5,0,0
247324,85,22,F,2,0,0,IOSBS,41,134300,54980,19670,59650,112346,0.840997766,7.6,136,158000
247327,95,50,M,29,0,0,EWIN,34,11720,6350,1840,3530,7489,0.646672355,929,0,0
247334,95,55,M,21,0,0,TEL,48,12480,3630,4960,3890,11656,0.933974359,588.1,21,4631.1
247377,95,54,M,29,0,0,EWIN,80,21700,7390,7740,6570,17712.07,0.826454839,959.8,56,4000
247424,84,32,F,10,0,0,AOSBS,75,29168,9530,11000,8638,20511.05,0.703889536,23.1,57,9072
247436,90,48,F,2,0,0,TEL,73,31650,14880,6090,10680,26455,0.836808847,38,61,6900
247548,75,61,M,32,0,0,EWIN,83,98884,33505,35350,30029,64325.38,0.657826443,308.1,209,34100
247556,84,32,M,10,0,0,IOSBS,82,64368,10290,23040,31038,41825.46,0.65165082,431.7,61,5531
247563,84,30,M,9,0,0,AOSBS,64,59580,15670,24600,19310,42895.8,0.721648204,6.7,84,65700
247583,95,71,M,26,0,0,TEL,59,50260,18900,17120,14240,41690,0.835455631,4.5,40,10500
247660,95,54,M,23,0,0,OTHERS,79,39815,16940,10899,11976,27646.44,0.698441291,42,63,8500
247681,75,62,M,24,0,0,OTHERS,82,206130,64760,81600,59770,135885.75,0.663686751,121.1,109,9200
247684,62,82,M,34,1,0,TEL,82,139071,51455,31940,55676,94325.66,0.684209217,694.5,42,6500
247690,90,44,M,1,0,0,TEL,6,10120,10,10,10120,0,0,170,0,0
247781,35,37,M,13,0,0,EWIN,67,66330,19880,25920,20530,59532.5,0.902042816,355.1,431,202823
247812,84,34,M,9,0,0,IOSBS,68,27002,8914,4246,13842,23278.76,0.86507518,5.6,87,23500
247849,95,46,M,15,0,0,IOSBS,51,18950,10010,8240,700,3380,0.178364116,672.5,0,0
247850,95,50,M,14,0,0,EWIN,76,50408,17948,14730,17730,40473,0.803305031,130.8,82,13900
247854,95,51,M,23,0,0,AOSBS,83,18010,6240,5780,5990,8845.5,0.493920044,73.1,170,500
247887,95,58,M,28,0,0,IOSBS,77,60220,17990,19940,22290,38617.35,0.655178512,206.3,0,0
247896,95,52,M,6,0,0,MULTI,83,42431,16191,12860,13380,27815.5,0.664266692,481.1,323,13300
247898,95,61,M,8,0,0,TEL,68,10670,3510,3460,3700,8801,0.824835989,780.6,0,0
247930,35,37,M,13,0,0,MISSING,48,167578,77900,24398,65280,133446,0.796321713,7000.6,167,327850
247933,95,59,M,8,0,0,ESC,51,12110,4820,3560,3730,8672.66,0.716156895,151,43,13700
247970,95,51,M,10,0,0,IOSBS,68,18430,4790,6630,7010,13950.75,0.75804395,115.6,0,0
247986,95,70,M,10,0,0,ESC,80,15990,3500,6510,5980,8394.18,0.529342089,192,86,2000
247998,95,47,M,14,0,0,IOSBS,36,10830,6770,3470,590,6450,0.604801477,3.4,68,700
248024,95,55,M,28,0,0,AOSBS,83,76820,20750,26070,30000,61758.81,0.804983207,225.9,151,35700
248053,95,64,M,7,0,0,ESC,58,31818,7210,15298,9310,28779.7,0.907024326,177.5,47,17153.5
248084,84,33,F,5,0,0,IOSBS,81,50062,13720,20244,16098,39085.17,0.783731573,1098.9,0,0
248091,95,58,M,7,0,0,ESC,82,47633,17195,19024,11414,34833.14,0.735900321,700.5,59,18000
248158,84,38,M,15,0,0,AOSBS,60,176260,67150,39822,69288,134877.2,0.796777488,0.9,47,20000
248164,84,41,F,13,0,0,AOSBS,41,71340,23440,27180,20720,67985.5,0.957464256,27.5,50,34000
248197,95,44,M,16,0,0,EWIN,83,21270,7370,7390,6510,15889.98,0.749411378,11.4,43,500
248281,30,54,M,8,0,0,TEL,20,37240,3160,31870,2210,31855,0.855397422,0,23,11700
248316,90,48,M,4,0,0,AOSBS,65,14340,4900,7870,1570,10605,0.741631799,2,216,1790
248327,95,53,F,23,0,0,AOSBS,55,18710,7530,7080,4100,18233,0.974505612,6.8,43,7300
248352,95,51,M,15,0,0,AOSBS,83,33200,9070,11770,12360,23111.4,0.69703012,2977.9,0,0
248408,84,37,M,11,0,0,AOSBS,60,12380,6060,4180,2140,10783.5,0.897536349,11.3,59,7700
248448,75,44,M,6,0,0,TEL,29,23145,7610,12240,3295,11631.13,0.502533161,11.8,0,0
248509,35,55,M,1,0,0,TEL,38,1009100,10,432600,576500,1231675,1.234441582,35,24,186000
248530,95,63,M,32,0,0,TEL,56,30560,10880,10190,9490,18071.7,0.59200589,9,46,6800
248557,70,52,M,31,0,0,ESC,83,22930,5760,9410,7760,14953.15,0.654302224,0.8,179,13987
248574,95,53,M,22,0,0,EWIN,37,73000,39630,29220,4150,59029,0.823410959,208.6,81,83080
248578,95,49,F,14,0,0,TEL,54,27480,10160,9080,8240,21215.3,0.772026929,941.5,0,0
248660,84,42,M,8,0,0,TEL,14,38170,22740,15430,10,54071,1.416583704,0.7,11,38436
248674,84,40,F,9,0,0,AOSBS,83,51452,12760,18792,19900,35508.54,0.698292389,776.2,39,6300
248676,95,67,M,38,0,0,EWIN,49,27950,6730,17790,3430,15263,0.549660107,940,23,1900
248683,95,54,M,10,0,0,TEL,64,12170,5440,2970,3760,18202.18,1.502233361,62,51,14000
248723,95,62,F,17,0,0,TEL,69,11640,4796,3846,2998,8476,0.728178694,372.1,9,2500
248750,95,51,M,13,0,0,TEL,79,29005,15530,8805,4670,27300,0.941217032,208.5,73,16800
248751,35,33,M,7,0,0,AOSBS,74,243610,97560,63620,82430,194637,0.803074586,5590,111,69702.6
248753,75,63,M,27,0,0,EWIN,60,116554,48435,23946,44173,90809.38,0.795763166,634,36,11000
248771,75,32,M,8,0,0,IOSBS,66,80890,19460,15830,45600,70059.4,0.879582149,3,103,43719.8
248782,84,39,M,15,0,0,IOSBS,73,91815,37930,27415,26470,54403.28,0.594056309,2702.3,126,25100
248839,95,48,M,13,0,0,TEL,83,64520,23070,21570,19880,56402.83,0.891782858,5.9,61,23000
248925,84,34,M,15,0,0,AOSBS,65,62149,24425,16320,21404,37498.1,0.603358059,5,208,126240
248928,84,42,F,15,0,0,TEL,78,137690,49460,30300,57930,122032.5,0.886284407,5,126,105813.6
248939,95,54,F,6,0,0,ESC,73,10700,3378,4040,3282,15334.55,1.435939252,1390.5,11,9000
248981,95,51,M,24,0,0,TEL,61,19390,6680,6260,6450,7520.7,0.387864879,5.7,53,1000
249012,75,51,M,27,0,0,OTHERS,70,96737,32040,26102,38595,74600,0.77116305,53.8,34,24200
249043,95,59,M,21,0,0,ESC,22,13720,10,3640,10080,13596.5,1.006304665,393,0,0
249047,84,37,M,15,0,0,AOSBS,72,89220,24390,24240,40590,93726.25,1.051403833,0.6,193,69710
249070,95,74,M,33,0,0,TEL,68,16740,5440,8070,3230,12812.8,0.778363202,119.9,0,0
249074,95,64,F,13,0,0,IOSBS,65,29280,8700,9900,10680,19644,0.67260929,7.4,67,8590
249082,84,43,F,11,0,0,EWIN,71,69352,21357,14450,33545,95215.57,1.374950542,790.4,76,73500
249144,55,29,M,9,0,0,MULTI,58,128028,34520,51448,42060,78751.21,0.622310823,17.7,177,106800
249163,95,62,M,34,0,0,TEL,83,28026,10272,10294,7460,14134.36,0.508612003,73.1,64,1000
249169,84,26,M,7,0,0,MULTI,25,16190,5670,4370,6150,5820.8,0.359530574,3,76,50365.5
249235,95,67,F,11,0,0,TEL,78,72330,22550,23360,26420,49334.1,0.687323379,53.4,0,0
249309,95,51,M,31,0,0,TEL,73,29890,8570,12940,8380,21628.18,0.723592506,61.5,0,0
249366,95,51,M,15,0,0,TEL,43,18863,7118,9880,1865,10997.59,0.583130467,18.6,56,16500
249420,26,24,F,3,0,0,EWIN,53,97335,26700,26650,43985,81651.8,0.841031489,140.2,187,166200
249467,95,48,M,8,0,0,TEL,83,61200,15060,31070,15070,46666.93,0.764982516,400,51,4000
249473,86,40,M,6,0,0,TEL,64,67520,18740,21540,27240,45988.94,0.688521031,2027.5,27,2200
249505,85,32,M,3,0,0,AOSBS,81,35930,13000,15360,7570,32669.44,0.913956026,79.6,93,23803.8
249512,84,34,M,14,0,0,AOSBS,80,29950,7800,11400,10750,25305,0.847579299,170.8,296,67850
249579,95,45,M,15,0,0,AOSBS,72,95600,31060,37920,26620,67734,0.715627615,6.5,155,28700
249580,95,55,M,32,0,0,AOSBS,68,89241,34455,26601,28185,63768.23,0.718820161,0.8,243,27400
249597,75,67,M,34,0,0,OTHERS,76,92045,23840,36110,32095,73848.28,0.807521104,397.7,138,17330
249644,75,61,M,6,0,0,AOSBS,83,94546,32283,42923,19340,68865.12,0.7364008,551.5,183,34592.7
249700,84,38,M,9,0,0,AOSBS,78,55222,23044,16148,16030,32049.5,0.586170367,7,44,4500
249702,35,62,M,10,0,0,TEL,70,88400,24170,28480,35750,49445.99,0.565226131,178.3,438,244300
249791,86,40,M,4,0,0,TEL,81,11400,4320,3830,3250,10831,0.952719298,932,0,0
249797,70,55,M,25,0,0,TEL,82,135235,45775,48705,40755,100472,0.746419196,5,52,22230
249851,76,37,F,7,0,0,ESC,74,161360,53350,47520,60490,129965.93,0.806432387,0.9,120,50188
249903,95,45,F,7,0,0,OTHERS,83,131796,57198,36265,38333,114042.91,0.872605466,47.4,314,101950
249955,84,41,M,23,0,0,AOSBS,52,45158,5990,17718,21450,33623.5,0.750332167,910.4,78,18900
249967,95,59,M,2,0,0,AOSBS,83,44800,16420,15520,12860,50063.3,1.123511161,19.5,66,28100
249998,95,50,M,18,0,0,TEL,52,32135,5980,16840,9315,22180,0.706923915,9.3,40,12900
250006,95,55,M,22,0,0,EWIN,80,15800,6310,3590,5900,10370.8,0.667924051,87.9,0,0
250009,95,53,M,29,0,0,AOSBS,69,37830,22640,8470,6720,19683.53,0.52692387,191.7,79,31000
250049,85,35,M,1,0,0,AOSBS,75,89297,22205,34087,33005,89851.11,1.007773049,2.1,134,42130
250055,95,63,M,27,0,0,TEL,44,17100,5950,8550,2600,14240.5,0.834532164,859.8,25,15500
250072,95,60,M,8,0,0,ESC,46,17460,4900,6065,6495,8874.37,0.516859679,538,0,0
250109,75,66,M,19,0,0,TEL,82,97103,34460,32042,30601,60968.11,0.635697249,732,0,0
250120,75,52,M,19,0,0,AOSBS,81,202092,40802,95540,65750,160655,0.799660551,707.2,80,55700
250144,95,68,M,36,0,0,TEL,78,16480,3550,5870,7060,3948.9,0.572930825,247.2,0,0
250164,84,39,M,15,0,0,IOSBS,75,81920,36910,26638,18372,61641.03,0.754407104,9.1,112,9300
250190,55,21,M,3,0,0,IOSBS,44,113130,27700,39150,46280,77005.73,0.681125519,1.4,112,17347.2
250238,95,56,M,32,0,0,TEL,55,47405,11880,20895,14630,41873.05,0.884781141,21.5,72,28400
250241,95,59,M,24,0,0,TEL,53,32240,8210,20100,3930,23903.93,0.741437035,32.5,0,0
250373,75,61,M,33,0,0,AOSBS,83,61974,22325,21414,18235,43193.13,0.699744732,415.6,125,28620
250393,30,47,M,18,0,0,TEL,74,29610,8150,12130,9330,26309.34,0.894607903,307.7,220,33537
250455,70,55,M,4,0,0,OTHERS,67,35300,15700,13670,5930,33708.04,0.958301416,47.3,374,64600
250475,95,78,M,31,0,0,TEL,61,26310,15120,6610,4580,16349.13,0.621403649,678,0,0
250495,85,43,M,1,0,0,AOSBS,19,26490,10,10,26490,17829,0.673046433,2.5,22,2500
250508,84,32,M,5,0,0,TEL,68,20490,4230,9810,6450,16963.47,0.828866276,12.4,97,9020
250517,85,42,M,17,0,0,EWIN,22,10940,7940,710,2290,7553.58,0.69045521,8.6,0,0
250553,84,32,M,8,0,0,AOSBS,77,16920,7520,3320,6080,13381.5,0.790868794,180.1,38,2700
250555,95,74,M,28,0,0,OTHERS,81,12150,5220,4560,2370,8373,0.693251029,388,62,3150
250589,84,36,F,12,0,0,TEL,72,142410,29400,50710,62300,117652.5,0.838371603,5.4,129,45000
250595,95,77,F,13,0,0,ESC,78,53130,16830,19550,16750,30502.5,0.584462639,1803,54,6000
250603,95,63,M,7,0,0,ESC,77,67060,31040,22240,13780,39850.36,0.600840441,539,44,6000
250604,95,51,M,12,0,0,TEL,59,30490,22835,4495,3160,21172.13,0.694395867,91.5,0,0
250700,95,56,M,32,0,0,TEL,82,23950,5720,8960,9270,16608,0.70263048,304.6,49,3300
250731,75,66,M,32,0,0,AOSBS,74,76960,24125,28695,24140,66013.3,0.857761175,635.1,81,20000
250753,84,31,F,6,0,0,AOSBS,51,71888,12523,26725,32640,52641.7,0.733525762,1193.3,70,7800
250766,95,44,M,18,0,0,OTHERS,82,123359,43419,49410,30530,84062.01,0.688923467,4230.7,30,19900
250812,84,23,M,5,0,0,AOSBS,42,39218,1550,14745,22923,32892,0.846091081,1.9,0,0
250817,95,60,M,6,0,0,TEL,79,18200,6860,5190,6150,13214.5,0.732664835,4.2,450,36400
250828,70,57,M,32,0,0,MULTI,79,22155,8653,5070,8432,7718.53,0.352901377,135.1,0,0
250841,84,39,M,18,0,0,EWIN,83,47940,20400,17180,10360,35606.5,0.747736754,0.3,224,15300
250887,55,78,M,37,0,0,ESC,82,308665,90345,137567,80753,197599,0.643428636,3693.4,171,48000
250924,75,45,M,20,0,0,TEL,74,26710,7700,9700,9310,22072.01,0.826357544,1045.1,218,65232.6
250938,84,39,M,21,0,0,AOSBS,69,36785,8035,13080,15670,31611,0.859344842,2308.6,67,19887
250968,84,34,M,11,0,0,IOSBS,39,15240,4150,5200,5890,7700,0.505249344,8.9,64,48784
250982,95,52,M,10,0,0,TEL,76,15440,6170,5890,3380,6501.5,0.422376943,15.2,57,2000
251050,40,41,M,9,0,0,AOSBS,41,31275,3196,12430,15649,18250.05,0.585772982,1.9,179,21280
251070,85,22,M,2,0,0,EWIN,72,27500,10790,9110,7600,24922.07,0.908438909,313.2,55,11701
251072,95,55,M,23,0,0,TEL,77,63920,40080,18510,5330,41728.54,0.658612954,0,126,91288.2
251095,75,45,M,21,0,0,AOSBS,83,59548,22358,17740,19450,42212.03,0.711392994,0.9,175,40301
251112,84,43,M,15,0,0,AOSBS,77,33785,12990,11665,9130,22288.75,0.664459079,1394.6,0,0
