CUST_ID,AGE,GENDER,YRS_W_CLUB,IS_MEMBER,IS_HRS_OWNER,MAJOR_CHANNEL,MTG_NUM,INV,INV_SEG1,INV_SEG2,INV_SEG3,DIV,RR,END_BAL,RECHARGE_TIMES,WITHDRAW_AMOUNT
256663,59,M,29,0,0,TEL,83,275360,71050,100530,103780,202749,0.739575,200.9,199,179832
257315,36,F,4,0,0,AOSBS,81,33240,13110,10950,9180,20519.1,0.62001,383.2,102,4000
256715,39,M,6,0,0,AOSBS,29,43500,1450,10800,31250,45298,1.04133,10,42,15404.1
256754,26,M,7,0,0,IOSBS,36,18450,4920,1410,12120,16945,0.923848,30,121,12299.4
256782,63,M,23,0,0,OTHERS,79,139750,42930,53700,43120,93528.5,0.674265,81.1,57,9000
256790,40,M,19,0,0,EWIN,67,53375,14480,11690,27205,36811,0.690042,801.7,67,7200
256808,44,M,16,0,0,EWIN,66,56571,28398,15268,12905,34601.2,0.619266,0.9,98,11300
256818,62,M,10,0,0,TEL,74,56000,15118,17287,23595,35644.7,0.638476,8.1,112,28200
256940,40,M,9,0,0,AOSBS,41,23696,6466,6130,11100,14110.3,0.595473,848.4,111,51480
257045,38,F,12,0,0,AOSBS,32,11009,3348,5171,2490,7507.65,0.681956,222.3,13,1500
257061,31,M,12,0,0,AOSBS,37,31550,17030,8000,6520,26593.5,0.8429,20,32,37363.8
257067,58,M,15,0,0,TEL,57,30010,11010,9720,9280,13955,0.472343,213.5,0,0
257129,40,M,13,0,0,TEL,77,55380,10810,19970,24600,38179.4,0.702219,272.1,100,15000
257141,46,M,21,0,0,TEL,81,119710,29980,40790,48940,96669.9,0.809204,2344,100,18500
257180,48,M,20,0,0,TEL,30,69580,15200,43880,10500,55412,0.796378,0.6,37,18000
257184,65,M,33,0,0,TEL,52,20706,7740,5960,7006,19275.5,0.937675,3.3,46,14700
257297,62,F,16,0,0,TEL,71,23910,6190,11120,6600,12486.2,0.532673,211.6,0,0
257327,42,M,16,0,0,TEL,57,46200,17480,18130,10590,36138.5,0.786764,5.5,86,9300
257347,66,M,33,0,0,TEL,75,19381,4368,6987,8026,10200.5,0.53141,84.8,130,43600
257377,36,M,9,0,0,IOSBS,83,51685,12734,17775,21176,34651.6,0.672644,142.9,98,10800
257417,60,M,15,0,0,ESC,83,297196,155824,94631,46741,225780,0.761885,24.5,164,75500
257424,25,M,6,1,1,EWIN,73,95453,39484,27509,28460,72996.8,0.76935,6736.7,0,0
257462,54,M,22,0,0,TEL,75,78340,28790,30250,19300,54441.8,0.704643,1275.8,119,9000
257510,50,F,10,0,0,TEL,30,10460,2870,4470,3120,3667,0.350574,20,32,700
257539,31,M,10,0,0,IOSBS,83,121860,27620,44780,49460,87613.9,0.72664,6.7,175,44582
257655,67,M,21,0,0,TEL,81,17190,5800,6110,5280,13697,0.802616,376,18,4500
257658,47,M,1,0,0,EWIN,44,22240,10,12080,10160,11843,0.537455,1.5,22,100
257734,65,M,36,0,0,ESC,82,15310,5240,5630,4440,44333.6,2.92,573.9,34,36500
257785,21,M,2,0,0,AOSBS,49,10400,620,3030,6750,10422.5,1.00986,5.3,62,3350
257790,58,M,24,0,0,TEL,61,90610,21790,27190,41630,60076.6,0.669866,28.3,0,0
257800,59,F,20,0,0,TEL,58,41415,11580,18175,11660,33876.6,0.817979,39.5,98,17300
257803,56,M,34,1,0,EWIN,81,119615,32240,44855,42520,86673.5,0.734598,3001.8,118,1499200
257841,56,M,27,0,0,TEL,76,64340,16980,28050,19310,49913.5,0.775777,100,74,21723.8
257876,51,M,27,0,0,AOSBS,40,11060,1460,4180,5420,7781,0.708951,57.6,58,5400
257916,50,F,3,0,0,TEL,83,125390,26610,44370,54410,101913,0.815718,502.7,144,18270
258034,51,M,32,1,0,EWIN,72,689881,238991,241155,209735,518462,0.753067,0.6,285,794000
258050,51,M,31,0,0,EWIN,83,31370,14030,11070,6270,22270.2,0.713426,168.8,218,39750
258068,63,M,28,0,0,OTHERS,83,1163740,405218,503025,255496,860810,0.748827,5449.4,259,240000
258106,37,F,10,0,0,AOSBS,82,146012,52183,48297,45532,61069.7,0.425277,0.1,470,120560
258142,55,M,10,0,0,AOSBS,76,77548,20620,30328,26600,49089.4,0.644754,0,202,28861.1
258184,39,M,18,0,0,AOSBS,56,29220,12620,8710,7890,23555.6,0.806145,309.8,307,90560
258187,39,M,15,0,0,AOSBS,39,16206,4590,8276,3340,11843,0.730779,0.6,142,22500
258197,44,F,5,0,0,TEL,16,14220,10,1040,13180,7366.8,0.518762,1071,0,0
258360,59,M,19,0,0,TEL,46,20450,6220,6820,7410,10594,0.53809,1972.6,9,71000
258393,44,M,25,0,0,EWIN,25,26726,2540,10336,13850,13093.5,0.490665,5.5,52,16400
258398,55,M,31,0,0,OTHERS,78,263700,49670,101110,112920,203238,0.773901,1498.4,158,2000
258698,51,M,32,0,0,AOSBS,83,19740,6790,6900,6050,15222.5,0.772163,271.8,349,80860
258405,29,F,9,0,0,TEL,25,690020,10,9350,680670,639981,0.928351,5539,4,50000
258494,40,F,14,0,0,AOSBS,59,18610,9570,1940,7100,12511.2,0.681953,69.2,0,0
258527,67,F,16,0,0,IOSBS,82,74625,26150,22385,26090,59857.4,0.802377,371.8,44,25800
258532,60,M,16,0,0,TEL,76,46600,19440,16960,10200,27143,0.587189,7.5,65,8000
258537,46,F,14,0,0,IOSBS,32,14070,3300,7520,3250,7375.1,0.525593,788,0,0
258644,57,M,31,0,0,AOSBS,67,187990,23530,63500,100960,212032,1.12949,1009.5,54,134200
258686,56,M,33,0,0,EWIN,74,15870,5970,4460,5440,5638.5,0.365375,254.1,39,2000
258712,50,M,26,0,0,AOSBS,63,191786,39597,80170,72019,182404,0.958795,1006.8,142,141737
258715,45,M,23,0,0,AOSBS,78,94436,39206,31964,23266,40981,0.436497,3,332,12920
258805,52,M,24,0,0,EWIN,72,49292,23883,17489,7920,28237.2,0.57732,0.8,178,18140
258844,61,M,8,0,0,AOSBS,53,15564,1920,4102,9542,6479.75,0.416329,237.5,0,0
258904,39,M,8,0,0,TEL,79,108780,31280,38220,39280,72823,0.675795,354.5,108,23397
258910,56,M,1,1,0,IOSBS,38,47490,10,20560,26930,27259.3,0.575896,209,15,7000
259576,57,M,33,0,0,EWIN,81,11260,3170,3790,4300,9487.5,0.863188,114.4,198,74573
258935,33,M,13,0,0,IOSBS,50,83108,5920,13253,63935,56408.2,0.683186,1714.98,20,8000
258972,55,F,14,0,0,TEL,81,34916,10898,11573,12445,25184,0.729608,220.5,125,38700
258991,53,F,3,1,0,IOSBS,28,44398,10,9220,35178,38909.8,0.891251,2.5,0,0
259008,64,M,15,0,0,ESC,82,29980,8260,11340,10380,21992.3,0.738236,37.5,201,5900
259021,61,M,21,0,0,OTHERS,46,21980,4260,10540,7180,11968,0.54586,20.9,25,7000
259034,49,M,18,0,0,TEL,80,31610,12410,11250,7950,14900.9,0.472031,20.7,58,1000
259035,34,M,13,0,0,AOSBS,51,11253,5750,2835,2668,5996.34,0.545307,0.1,36,9760
259592,49,M,24,0,0,AOSBS,53,12060,5150,4690,2220,4112.5,0.355099,94.5,0,0
259082,41,M,8,0,0,AOSBS,26,20760,10500,6110,4150,11660,0.578035,0.2,24,28904
259151,42,M,21,0,0,TEL,82,58550,14770,27390,16390,43170.7,0.739892,12.2,360,125239
259160,60,M,7,0,0,TEL,58,14320,5420,5040,3860,9809.5,0.691306,38,31,500
259173,51,F,10,0,0,TEL,49,12790,5100,3000,4690,13016,1.01845,72,12,3000
259176,58,M,13,0,0,ESC,83,47702,17672,16406,13624,26647.4,0.564703,61.5,73,5500
259189,57,M,20,0,0,EWIN,82,40520,15800,13680,11040,39785.4,0.9874,5197.5,4,10000
259220,66,M,33,0,0,EWIN,82,30250,11150,9420,9680,21867.2,0.726849,3438.5,0,0
260147,49,M,29,0,0,EWIN,81,62062,15524,16676,29862,35666.5,0.582426,812.3,86,10500
259243,61,M,2,0,0,TEL,78,129905,26990,58215,44700,125421,0.965636,115,27,85100
259286,34,M,12,0,0,AOSBS,70,40385,18796,10955,10634,26268.1,0.651927,0.1,67,7766.1
259292,55,M,24,0,0,IOSBS,81,27900,10670,10010,7220,18093.4,0.660695,1053.1,21,3500
259321,59,M,6,0,0,TEL,72,99634,19826,44050,35758,62304.3,0.632578,4,144,9248
259342,36,F,10,0,0,TEL,78,18350,6350,7450,4550,190770,10.4022,854,8,180000
259364,28,M,8,0,0,MULTI,72,65711,24024,17987,23700,47150.8,0.722646,0.4,183,7397.3
259386,64,F,19,0,0,AOSBS,81,59156,16606,19960,22590,42137.5,0.717551,2501.5,61,12000
259418,36,M,15,0,0,TEL,23,12190,4340,3680,4170,6699.05,0.549553,49.1,29,2000
259595,56,M,11,0,0,TEL,71,65630,35460,16560,13610,52732,0.80576,46.5,77,15500
259650,42,M,18,0,0,IOSBS,53,67010,13010,33440,20560,64612,0.967199,7.8,248,120300
259833,43,M,10,0,0,IOSBS,79,132823,48410,44078,40335,121144,0.912451,13.3,216,110240
259865,60,M,27,0,0,EWIN,82,68360,26950,28460,12950,50317.4,0.740161,305.6,227,1800
259887,71,M,30,0,0,TEL,81,59111,17726,15620,25765,47280,0.824889,602.5,25,8000
259910,41,M,1,0,0,EWIN,45,27885,10,10555,17330,16270.7,0.590665,20,53,6700
260227,49,M,23,0,0,EWIN,55,468400,153610,154380,160410,344785,0.736518,5.3,76,102000
259966,24,M,6,0,0,AOSBS,37,22102,7694,9838,4570,12789.3,0.58046,2.4,38,4200
259992,27,F,2,0,0,IOSBS,28,11041,4036,6705,300,4942.16,0.467545,3.4,27,5300
260003,57,M,6,0,0,TEL,81,23513,7750,7360,8403,11803.2,0.506237,87,104,1300
260038,59,M,24,0,0,EWIN,81,191703,60722,68735,62246,143010,0.747823,1490.4,108,69800
260109,62,M,20,0,0,OTHERS,70,334115,55700,124485,153930,287757,0.870231,20040.7,0,0
260122,62,M,9,0,0,TEL,82,95872,32950,34882,28040,127690,1.33647,1416.6,75,94000
260145,46,M,28,0,0,ESC,18,11360,4850,6510,10,9297.87,0.818474,4.4,35,7500
260269,66,M,33,0,0,TEL,21,21970,15540,1700,4730,12346.5,0.561971,3,66,3600
260273,46,M,27,0,0,AOSBS,82,64051,16511,22704,24836,43384.7,0.678752,5.6,148,4500
260292,60,M,4,0,0,EWIN,70,20290,5870,6830,7590,16994.9,0.85167,301.5,36,2700
260337,53,M,19,0,0,TEL,83,54409,16735,19510,18164,38340.4,0.711287,3226,29,12000
260355,57,M,10,0,0,EWIN,83,70570,22720,22990,24860,40638.6,0.57983,377.1,0,0
260362,54,M,9,0,0,TEL,73,307160,131320,128590,47250,223470,0.7276,22,72,26400
260364,54,M,21,0,0,TEL,80,81447,28297,22700,30450,79944.2,0.996998,1341.2,44,31000
260368,54,M,23,0,0,AOSBS,55,10400,3500,4540,2360,8111.5,0.783798,185.6,269,22700
260382,57,M,7,0,0,TEL,80,169705,37840,82378,49487,174524,1.03417,525.4,152,60950
260400,45,M,17,0,0,EWIN,82,20600,4250,7710,8640,12214.5,0.597306,242.7,68,8344
260406,46,M,16,0,0,AOSBS,83,20800,5690,4930,10180,13579.8,0.66374,101.2,50,3600
260463,42,M,10,0,0,TEL,74,56723,17803,19930,18990,41115.9,0.742836,28,58,19220
260498,47,M,9,0,0,EWIN,79,17725,7367,5290,5068,12851,0.729254,57.5,25,3000
260559,34,M,10,0,0,TEL,79,30370,11940,9900,8530,24228.2,0.801062,215.9,34,2500
260573,24,M,6,0,0,AOSBS,14,10382,210,10062,110,9444.6,0.9309,1.4,45,15780
260601,38,M,15,0,0,AOSBS,60,14390,8320,5630,440,10221.2,0.713776,0.5,9,9187
260612,65,M,12,0,0,TEL,72,31994,13214,10560,8220,22555,0.71279,418,0,0
260747,47,M,22,0,0,OTHERS,15,36220,23900,12320,10,27474.5,0.758545,0.9,72,51500
260760,78,M,34,0,0,TEL,81,73050,24090,25130,23830,32303.5,0.46382,817.4,0,0
260762,63,M,33,0,0,TEL,82,76584,29310,32060,15214,105172,1.38131,7.7,99,84800
260767,61,M,32,0,0,TEL,76,15090,5090,6580,3420,6397.8,0.42994,134.2,73,3050
260771,50,M,31,0,0,AOSBS,77,69890,14190,24660,31040,52430,0.753756,42.3,301,21410
260835,84,M,28,0,0,OTHERS,83,166808,55428,59440,51940,129635,0.782066,431.3,131,21200
260852,23,M,4,0,0,AOSBS,65,193400,46680,58590,88130,144372,0.753581,1058.2,140,39100
260859,54,M,33,0,0,EWIN,42,20200,6340,12490,1370,17505.5,0.867104,10.6,14,4000
260901,52,M,23,0,0,AOSBS,82,65220,18000,25910,21310,47119,0.725682,1061.4,47,5500
260902,46,F,2,0,0,TEL,25,24958,1080,3538,20340,16861,0.690801,11,0,0
260919,61,M,33,0,0,EWIN,80,74688,25717,32063,16908,49120.7,0.66144,340.4,166,37800
260944,65,M,12,0,0,TEL,82,65990,19030,26100,20860,44317.2,0.679311,282.5,56,3000
261013,27,M,8,0,0,AOSBS,17,10145,530,2670,6945,6859.32,0.697814,201.1,0,0
261029,42,M,13,0,0,TEL,55,66210,3250,33120,29840,55696.5,0.847704,83,42,1000
261043,50,M,17,0,0,TEL,80,44470,16590,16610,11270,49756.6,1.12203,221.9,42,14800
261047,46,M,10,0,0,TEL,80,26010,9190,9650,7170,16508.2,0.640455,405.5,0,0
261075,44,F,11,0,0,IOSBS,82,47820,16720,15340,15760,37378.6,0.783535,1867,12,3000
261089,39,M,16,0,0,IOSBS,80,55685,19767,22158,13760,37790.8,0.681643,10.9,96,600
261171,62,M,38,0,0,TEL,83,79155,29002,26503,23650,60601.8,0.772696,1207.7,38,3500
261193,56,M,9,0,0,EWIN,79,19880,6750,6930,6200,13073.3,0.662641,293.5,64,1800
261281,44,M,11,0,0,ESC,61,48720,19220,16590,12910,36678.5,0.755717,4.4,87,22230
261295,37,M,10,0,0,TEL,31,33070,6700,26370,10,12739,0.385213,469,0,0
261329,56,M,27,0,0,TEL,59,25762,6722,10980,8060,17545,0.681817,933,0,0
261382,27,M,3,0,0,EWIN,60,90290,55568,20460,14262,78777.1,0.879688,2.9,96,23095
261394,53,M,33,0,0,AOSBS,55,75750,22630,9060,44060,57273.7,0.769673,0.3,64,43090
261409,69,M,5,0,0,TEL,82,12230,3950,4220,4060,4385.5,0.363491,4427,0,0
261430,38,M,19,0,0,TEL,64,20950,6630,10550,3770,12635.7,0.606001,2,120,19500
261432,41,M,11,0,0,AOSBS,83,43970,13540,13640,16790,26608.9,0.609026,104,91,2000
261437,35,M,5,0,0,AOSBS,83,70707,32687,21890,16130,34898.2,0.499076,317.4,55,6000
261526,29,M,10,0,0,EWIN,8,12530,2000,5660,4870,6283.5,0.501476,8.6,16,1110
261533,60,M,33,0,0,AOSBS,59,24939,6695,7487,10757,8502.02,0.34813,3.3,0,0
261559,53,M,29,1,1,AOSBS,83,3979300,1200110,1414930,1364260,3238010,0.815111,182905,5,26000
261561,34,M,15,0,0,IOSBS,46,16885,1939,7172,7774,10276.7,0.632908,115.6,242,48470
261566,34,M,3,0,0,AOSBS,73,10910,4430,4140,2340,7163.5,0.660266,7,63,1200
261580,61,M,19,0,0,AOSBS,67,24598,6849,13214,4535,14237,0.584885,367.7,45,7200
261612,26,M,6,0,0,AOSBS,37,19790,10,9190,10600,15579.5,0.787241,6.6,0,0
261705,31,M,13,0,0,EWIN,32,72990,21832,37208,13950,51084.1,0.699878,19.5,122,78500
261715,43,M,23,0,0,TEL,35,20026,5028,6636,8362,10720.3,0.535318,380.7,94,2500
261726,21,M,2,0,0,AOSBS,80,22472,7122,10640,4710,17140.9,0.766326,35.4,212,4210
261855,53,M,13,0,0,TEL,83,204160,41710,48200,114250,194532,0.955291,13917.5,16,33000
261877,56,M,24,0,0,TEL,77,45035,16685,15918,12432,29053.7,0.653729,5.6,57,34300
261904,53,M,25,0,0,TEL,79,399322,119610,141612,138100,273929,0.687287,43.6,145,181200
261946,54,M,15,0,0,ESC,80,93678,49500,23408,20770,71500.2,0.768187,7.4,341,46800
261953,53,M,28,0,0,TEL,41,139247,132203,4720,2324,118487,0.85091,10.9,0,0
261964,29,M,4,0,0,AOSBS,40,28690,1090,19495,8105,21789.6,0.770114,131.1,60,8800
261965,59,F,4,0,0,EWIN,72,30914,13159,10852,6903,12049.8,0.393343,140.2,0,0
261987,67,F,16,0,0,TEL,78,54307,17065,15340,21902,35248.9,0.653762,8,47,5100
262005,54,M,34,0,0,EWIN,83,65520,17710,28636,19174,57195,0.875687,500.1,172,49600
262012,40,M,16,0,0,TEL,77,38580,10900,13100,14580,23507.8,0.611658,150,294,19717.9
262068,57,M,33,1,0,OTHERS,83,5370680,2078040,1786370,1506280,3916790,0.734156,8132.1,313,962000
262091,40,M,19,0,0,AOSBS,82,81812,36406,30812,14594,51041.9,0.625603,8.4,146,19200
262094,52,M,28,0,0,EWIN,83,85128,17168,30410,37550,69839.5,0.822638,9.2,130,16200
262108,28,M,7,0,0,AOSBS,83,213649,73780,77702,62167,131808,0.624403,493.4,206,83000
262154,59,M,33,0,0,MULTI,57,649300,282790,278400,88110,487872,0.751381,54.6,197,689745
262197,53,M,33,1,0,EWIN,63,37896,16596,12540,8760,8694,0.242084,40.6,161,6619
262286,60,M,18,0,0,TEL,83,128960,42650,45950,40360,98671,0.767998,1946.7,57,52000
262371,56,M,17,0,0,EWIN,82,20490,6970,8340,5180,14490.1,0.710109,713.9,59,9000
262373,35,M,12,0,0,EWIN,31,14810,5780,4720,4310,11930,0.805537,0.8,214,267517
262400,51,M,31,0,0,OTHERS,81,38468,11878,13090,13500,44960.9,1.17451,369.8,137,38100
262445,39,M,18,0,0,EWIN,55,48485,11680,18255,18550,27841.2,0.577785,4.2,108,12700
262476,63,M,13,0,0,TEL,78,14150,5730,3810,4610,2373.5,0.173392,188.5,0,0
262482,56,M,24,0,0,AOSBS,82,75631,26437,26812,22382,73436.5,0.974276,377.9,40,24400
262557,49,M,19,0,0,AOSBS,22,20004,3570,6070,10364,12445.5,0.626684,9.2,18,5300
262559,60,M,29,0,0,OTHERS,77,65474,30764,21694,13016,28918.9,0.443365,590.3,0,0
262586,79,M,33,0,0,TEL,83,60142,17954,21638,20550,47813,0.799823,535.8,0,0
262614,44,M,1,0,0,EWIN,8,10810,10,10,10810,8749.5,0.809389,2630,0,0
262634,55,M,15,0,0,EWIN,72,21410,10320,4740,6350,11928.4,0.557142,25.1,41,6300
262662,60,M,1,0,0,TEL,74,16105,5040,5320,5745,6053.78,0.378378,199,42,300
262682,43,M,6,0,0,TEL,80,71999,18820,16417,36762,64649.9,0.90258,8873,42,350
262691,63,M,31,0,0,TEL,55,18810,9040,4990,4780,9788.5,0.520388,10.9,33,1800
262717,53,M,14,0,0,AOSBS,78,45574,20470,12548,12556,35437.8,0.782008,20.8,63,7800
262767,35,M,10,0,0,AOSBS,39,10060,1210,2920,5930,5642.18,0.562841,135.5,87,34600
262790,56,M,34,0,0,TEL,72,14320,5550,5330,3440,10391.5,0.72706,9.4,29,2900
262818,40,F,15,0,0,IOSBS,78,46780,12250,15590,18940,27756.5,0.594196,443.4,205,49738
262840,52,F,27,0,0,IOSBS,68,19400,5750,8900,4750,13910,0.723714,26.9,0,0
262842,64,M,29,0,0,TEL,80,86952,26820,38780,21352,58190.5,0.678656,1077.1,46,19000
262869,24,M,6,0,0,AOSBS,44,24420,10240,10130,4050,13427,0.549836,27.5,40,25587
262876,39,M,19,0,0,IOSBS,74,29825,7090,9106,13629,19317.5,0.656076,50.2,48,2500
263246,56,M,33,0,0,EWIN,78,341105,73985,132960,134160,271378,0.797316,1275.7,85,69700
262880,27,F,4,0,0,AOSBS,29,60160,18880,39000,2280,74090.4,1.23405,7.8,60,44700
262891,31,M,4,0,0,AOSBS,30,23722,3568,8722,11432,17845.5,0.770402,14.3,49,19410
262908,61,M,29,0,0,ESC,82,109030,23360,42120,43550,88817.3,0.818374,76,169,49504.5
262917,53,M,33,0,0,AOSBS,69,469730,117770,167620,184340,338618,0.723454,5946.1,18,42000
262972,55,M,28,0,0,TEL,76,81130,21430,26400,33300,76021,0.937027,3175,18,17400
263043,39,M,19,0,0,EWIN,83,946903,130648,282856,533399,941977,0.995252,2398.4,188,698400
263076,69,M,21,0,0,TEL,24,12370,9130,2040,1200,8062.5,0.656629,308.1,0,0
263193,50,M,24,0,0,EWIN,57,100571,4826,44883,50862,75669.5,0.753433,221.7,124,37359
263271,56,M,5,0,0,TEL,66,25584,6900,6880,11804,45639.8,1.78509,298.5,41,67500
263338,50,M,13,0,0,TEL,66,113630,33886,40096,39648,108297,0.954861,3004.5,26,5000
263342,53,M,13,0,0,TEL,82,2354230,677535,879750,796943,2343040,0.998138,380,180,725000
263402,43,M,22,0,0,AOSBS,81,10760,4000,3880,2880,5628.77,0.52312,995.3,0,0
263567,47,F,13,0,0,TEL,82,10080,3710,3630,2740,4165.28,0.416198,319,67,2050
263581,65,M,37,0,0,AOSBS,82,790503,102696,277827,409980,555882,0.706286,61,698,455258
263584,44,M,9,0,0,AOSBS,80,303220,103845,135515,63860,274978,0.910421,22.6,44,55000
263621,46,M,23,0,0,AOSBS,58,17760,2960,5920,8880,13420,0.757883,768,140,44739
263626,36,M,10,0,0,AOSBS,83,33867,15357,11280,7230,55859.8,1.66503,1.6,102,33900
263705,51,M,23,0,0,IOSBS,52,30860,11200,14940,4720,25026.5,0.813237,377.6,25,6200
263716,60,M,8,0,0,TEL,67,50550,14190,18520,17840,30252.2,0.598462,505.5,121,17908
263808,49,F,9,0,0,IOSBS,82,26950,7660,10850,8440,23368,0.872282,243,0,0
263810,23,M,3,0,0,AOSBS,38,145227,124227,17620,3380,136580,0.940597,8,72,54700
263829,48,M,17,0,0,IOSBS,17,10165,10,10,10165,5148.9,0.530143,4,0,0
263834,52,M,32,0,0,AOSBS,71,24090,6460,5540,12090,23442.3,0.976434,330,30,4000
264354,72,M,6,0,0,TEL,82,53851,18608,16508,18735,41609.8,0.77584,614,31,2500
263880,55,M,14,0,0,ESC,51,13550,4190,2310,7050,10596.6,0.784249,2.8,24,5000
263883,22,M,3,0,0,AOSBS,27,12350,3850,3380,5120,7226.5,0.585142,3.9,49,3400
263894,58,M,28,0,0,EWIN,61,82130,40980,25730,15420,67166,0.817801,1100,0,0
263907,55,F,7,0,0,TEL,69,107790,54440,20700,32650,70415,0.653261,0.4,56,85756.5
263908,61,M,15,0,0,TEL,81,23013,6230,7470,9313,14248.5,0.625234,396.6,54,1000
263936,75,F,8,0,0,ESC,79,55540,23210,13480,18850,56830.6,1.02576,343.4,67,34500
264373,78,M,33,0,0,OTHERS,81,32260,13070,10170,9020,22106.3,0.686496,2.8,0,0
263965,53,F,3,0,0,TEL,75,23345,9060,8330,5955,20404.5,0.876612,71.5,26,4000
263989,54,F,4,0,0,TEL,83,39812,11748,14250,13814,18618.5,0.468162,504.9,62,1000
264049,31,M,10,0,0,AOSBS,69,86947,35349,31492,20106,80778,0.932959,2.6,194,27000
264108,43,M,21,0,0,EWIN,43,11440,3530,2540,5370,2365,0.210227,4.5,0,0
264217,47,M,11,0,0,EWIN,82,40770,17160,12050,11560,30972.6,0.763616,15658,0,0
264254,37,M,12,0,0,AOSBS,81,58411,19573,22463,16375,53504.7,0.91704,184.1,174,37066
264260,50,M,31,0,0,EWIN,63,66400,19210,28580,18610,41299.8,0.623943,0.1,73,15000
264600,55,M,6,0,0,TEL,73,45893,14528,20680,10685,18159.5,0.418789,12,57,5000
264266,64,M,13,0,0,TEL,81,61320,26110,24280,10930,44776.7,0.733801,288,53,5300
264287,45,M,25,0,0,TEL,51,66705,20990,10915,34800,51099.4,0.76695,890.1,47,16000
264295,62,M,24,0,0,OTHERS,82,199616,70942,62154,66520,140097,0.702887,34112.8,172,1169200
264313,26,M,4,0,0,AOSBS,39,129970,34470,35220,60280,68516.5,0.529403,12,58,18100
264332,47,M,18,0,0,AOSBS,80,61965,15500,29425,17040,54947.3,0.894332,133.8,44,10100
264336,44,M,18,0,0,AOSBS,52,23890,2020,11390,10480,16916,0.71352,4.3,135,7786
264411,61,M,6,0,0,ESC,39,47870,4610,24380,18880,36005.5,0.762304,0.5,42,17100
264445,51,M,15,0,0,ESC,78,37802,16608,10804,10390,16968.5,0.454786,5.8,105,27000
264450,47,M,19,0,0,AOSBS,35,70547,21091,33424,16032,55896.4,0.796071,0.2,25,13900
264501,64,M,32,0,0,ESC,74,17730,6850,5770,5110,14676.4,0.832847,0.1,412,17550
264529,56,F,29,0,0,TEL,82,33012,11768,11386,9858,32298.6,0.983842,334.5,31,33200
264548,60,M,33,0,0,MULTI,40,13220,1230,4170,7820,7031.14,0.536395,535.5,0,0
264555,53,M,18,0,0,ESC,55,24310,2970,9150,12190,21845.9,0.906865,220.5,29,6500
264590,70,M,6,0,0,TEL,80,70978,23520,26468,20990,90116.5,1.2788,1227.5,11,36000
264605,57,M,32,0,0,TEL,81,35480,12650,10610,12220,25789.9,0.729704,4085.7,0,0
264637,59,M,16,0,0,TEL,79,173155,54970,62985,55200,110446,0.643156,3.2,68,20000
264638,47,M,25,0,0,AOSBS,72,74120,31490,32430,10200,68267.5,0.92185,9.9,225,63400
264688,55,F,6,0,0,TEL,73,46258,13803,25015,7440,20943.9,0.460544,141,0,0
264736,54,M,24,0,0,OTHERS,76,74630,28200,19190,27240,75949.5,1.02639,2276.7,21,15000
264754,47,M,10,0,0,TEL,41,12948,7410,5538,10,8863.5,0.686091,42.5,80,13100
264759,75,M,11,0,0,OTHERS,56,102225,32430,31958,37837,75482,0.741032,3.5,59,31559.5
264761,58,M,14,0,0,IOSBS,83,58600,20950,18870,18780,32156.7,0.550284,111,111,50700
264793,58,F,16,0,0,MISSING,47,23190,5910,8400,8880,15840.5,0.690838,5,33,8500
264813,54,M,33,0,0,EWIN,83,83600,26410,30820,26370,64322.5,0.773953,0.5,166,44355
264823,62,M,12,0,0,EWIN,75,10820,3640,3000,4180,11225.3,1.04763,181.5,42,38850
264860,43,M,15,0,0,MULTI,82,37920,13960,11550,12410,30633.8,0.810754,-0.9,252,130556
264982,46,M,22,0,0,AOSBS,83,62498,20175,30953,11370,41215,0.662821,225.9,88,32250
264996,42,M,11,0,0,EWIN,36,87080,48380,24410,14290,75287,0.865721,0.5,89,476267
265335,68,M,32,0,0,OTHERS,80,30580,8990,11270,10320,26633.5,0.876504,517.4,16,1500
265033,30,M,1,0,0,EWIN,31,16478,10,5158,11320,17202.5,1.04397,157.5,41,3000
265110,49,M,22,0,0,AOSBS,71,74650,33290,19550,21810,57625.1,0.771937,302.4,68,181906
265115,64,M,33,0,0,OTHERS,81,39132,14030,14382,10720,27801.5,0.720676,39.5,54,13947
265164,54,M,11,0,0,TEL,50,10180,1740,5540,2900,5778.8,0.567662,18.5,0,0
265197,45,M,10,0,0,AOSBS,33,14928,2028,2800,10100,9090.63,0.608965,1296.7,0,0
265205,62,M,33,0,0,MULTI,75,10773,4195,3948,2630,6543.35,0.607384,710.6,60,101400
265225,56,M,32,0,0,MISSING,54,59628,21598,22050,15980,27455,0.466475,8.7,78,18000
265251,50,M,16,0,0,AOSBS,65,168630,74340,73300,20990,121542,0.725149,127.9,79,25000
265274,84,M,15,0,0,ESC,81,57870,17950,20730,19190,29046.7,0.50867,141,109,4000
265277,62,M,21,0,0,TEL,81,126576,63655,44047,18874,89079.1,0.709606,90,256,30329
265295,43,M,19,0,0,AOSBS,39,93960,41800,48260,3900,72882.5,0.775676,40.6,21,2000
265298,34,M,7,0,0,EWIN,83,89154,26304,29028,33822,56973.3,0.650082,433.6,161,23200
265307,38,M,18,0,0,EWIN,82,84750,26460,26410,31880,59362.7,0.703984,1098.5,140,16700
265331,41,M,10,0,0,ESC,78,352615,99425,138755,114435,283268,0.810808,24.5,175,108054
